harvested_question,rewrite_as_a_student_would_ask,expected_url,lang,page_title,keep
➢ Posso inserire nel Learning Agreement corsi di diversi corsi di laurea o dipartimenti all’estero?,,https://www.centro3a.unitn.it/alfresco/download/workspace/SpacesStore/7e55deb6-0bf7-4243-95de-b60bf70243bf/FAQ%20Erasmus_AB_26-27.pdf,it,FAQ Erasmus_AB_26-27.pdf,
"➢ I corsi all’estero hanno un numero inferiore/diverso di crediti rispetto ai nostri, come posso fare?",,https://www.centro3a.unitn.it/alfresco/download/workspace/SpacesStore/7e55deb6-0bf7-4243-95de-b60bf70243bf/FAQ%20Erasmus_AB_26-27.pdf,it,FAQ Erasmus_AB_26-27.pdf,
➢ L’università straniera fornisce aiuto nel trovare alloggio?,,https://www.centro3a.unitn.it/alfresco/download/workspace/SpacesStore/7e55deb6-0bf7-4243-95de-b60bf70243bf/FAQ%20Erasmus_AB_26-27.pdf,it,FAQ Erasmus_AB_26-27.pdf,
➢ Chi mi fornisce le informazioni per il visto se necessario?,,https://www.centro3a.unitn.it/alfresco/download/workspace/SpacesStore/7e55deb6-0bf7-4243-95de-b60bf70243bf/FAQ%20Erasmus_AB_26-27.pdf,it,FAQ Erasmus_AB_26-27.pdf,
D: Quali sono i requisiti per poter iniziare il tirocinio?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
D: Quali sono i tipi di tirocinio che posso svolgere?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
D: Quanto dura il tirocinio?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
D: Le 20 ore settimanali sono medie o minime?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
"festività non riesco a raggiungere le 20 ore medie settimanali, cosa devo fare?",,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
D: Che procedura si segue per l'individuazione del tutor universitario?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
D: Chi può richiedere il punto aggiuntivo al voto di laurea e secondo quali termini?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
D: Qual è la procedura per la verbalizzazione?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
tirocinio attivato con Job Guidance: è possibile?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
perchè non vedo il tirocinio nella mia carriera?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/d65b4ee4-1976-4d37-9b4e-e419760d37e8/FAQ%20tirocinio%2028.10.25.pdf,it,FAQ tirocinio 28.10.25.pdf,
d i f f e r e n t i n t e r n s h i p t y p e s ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
H o w c a n I f i n d a n i n t e r n s h i p ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
f o r m y c u r r i c u l a r i n t e r n s h i p ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
"f o r L e g a l P r a c t i c e , w h a t s h o u l d I d o ?",,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
"T r e n t o a n d R o v e r e t o , w h a t s h o u l d I d o ?",,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
i n t e r n s h i p a b r o a d ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
s u p e r v i s o r ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
i n t e r n s h i p ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
i n t e r n s h i p a g r e e me n t w i t h a c o m p a n y ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
h a v e E s s e 3 c r e d e n t i a l s ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
i n t e r n s h i p i n I t a l y ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
a c t i v a t e t h e i n t e r n s h i p i n I t a l y ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
W h a t a r e p o s t - g r a d u a t e i n t e r n s h i p s ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
H o w c a n I s t a r t my i n t e r n s h i p i n I t a l y ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
W h e n c a n I s t a r t t h e i n t e r n s h i p ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
W h a t h a p p e n s i n c a s e o f a n a c c i d e n t ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
t r a i n i n g ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
W h e r e c a n I f i n d C e r t i f i c a t e P a r t 1 ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
"i n t e r r u p t i o n s , e t c . ) ?",,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
I d o ( s t u d e n t s ) ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
p r o c e d u r e ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
H o w c a n I g e t C e r t i f i c a t e P a r t 2 ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
W h a t s h o u l d t h e f i n a l r e p o r t b e l i k e ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
r e c e i v e t h e l i n k t o t h e E v a l u a t i o n F o r m ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
r e g i s t e r e d i n m y a c a d e m i c r e c o r d ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
I d o ( g r a d u a t e s ) ?,,https://www.jobguidance.unitn.it/alfresco/download/workspace/SpacesStore/3baf6ad6-f5f3-495a-af6a-d6f5f3695a60/FAQ%20tirocini%20inglese.pdf,,FAQ tirocini inglese.pdf,
l'iter corretto da seguire?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
D: Posso accedere al tirocinio in Convenzione se ho già svolto il tirocinio curriculare?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
D: Qual è il vantaggio dell’avviare un tirocinio in convenzione?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
D: Il tirocinio in convenzione con l’Ordine può essere svolto solo nella provincia di Trento?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
dall’Ordine dei Dottori Commercialisti e degli Esperti Contabili di Trento e Rovereto?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
laurea o se ne possono svolgere anche solo una parte?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
studi associati al tirocinio?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
devo completare?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
D: È possibile cambiare dominus durante il tirocinio?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
di Stato presso la commissione della Provincia di Trento?,,https://www.economia.unitn.it/alfresco/download/workspace/SpacesStore/7ae98f98-8e88-4722-a98f-988e88c72219/2025-10-28_FAQ%20TIROCINIO%20IN%20CONVENZIONE.pdf,it,2025-10-28_FAQ TIROCINIO IN CONVENZIONE.pdf,
